codigo_fator,codigo_ocorrencia,fator,aspecto,condicionante,area,detalhe_fator,dia_extracao
11570,29995,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11543,29955,"CULTURA ORGANIZACIONAL",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11568,29995,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11541,29955,ATENÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11546,29955,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11566,29995,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11571,29995,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11544,29955,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11569,29995,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11542,29955,"FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11547,29955,"OUTRO FATOR",***,***,***,,2015-06-19
11567,29995,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11572,29995,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11545,29955,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12390,36035,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12391,36035,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12389,36035,"INFRAESTRUTURA AEROPORTUÁRIA",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11617,30250,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11618,30250,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11619,30250,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11607,30180,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11612,30181,"PROCESSOS ORGANIZACIONAIS",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11605,30180,INCONSCIÊNCIA,MÉDICO,***,HUMANO,,2015-06-19
11610,30181,"DINÂMICA DE EQUIPE",PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
11615,30181,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11608,30181,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11613,30181,"CULTURA ORGANIZACIONAL",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11606,30180,PERCEPÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11611,30181,"FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11616,30181,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11609,30181,COMUNICAÇÃO,PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
11614,30181,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11603,30179,"INFRAESTRUTURA AEROPORTUÁRIA",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11604,30179,"ESQUECIMENTO DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11628,30316,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11626,30316,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11631,30316,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11629,30316,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11627,30316,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11632,30316,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11630,30316,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11641,30417,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11642,30417,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11640,30417,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11643,30417,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11646,30475,"OUTRO FATOR",***,***,***,,2015-06-19
11683,30658,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11644,30475,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11684,30658,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11645,30475,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11682,30658,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11685,30658,"OUTRO FATOR",***,***,***,"OUTROS ASPECTOS OPERACIONAIS",2015-06-19
11651,30535,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11649,30535,"PROCESSOS ORGANIZACIONAIS",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11654,30535,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11647,30535,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11652,30535,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11650,30535,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11655,30535,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11648,30535,ATENÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11653,30535,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11656,30555,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11659,30555,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11657,30555,"PROCESSO DECISÓRIO",PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11660,30555,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11658,30555,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11666,30595,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11664,30595,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11669,30595,PROJETO,MATERIAL,***,MATERIAL,,2015-06-19
11667,30595,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11665,30595,"CULTURA DO GRUPO DE TRABALHO",PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
11668,30595,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11661,30556,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11662,30556,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11663,30556,PROJETO,MATERIAL,***,MATERIAL,,2015-06-19
11673,30636,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11671,30636,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11674,30636,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11672,30636,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11670,30636,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11678,30640,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11676,30640,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11679,30640,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11677,30640,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11675,30640,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11688,30677,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11686,30677,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11687,30677,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11681,30655,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11680,30655,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11689,30681,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11815,31415,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
14604,31197,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11737,31128,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11813,31415,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11811,31415,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
14605,31197,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11809,31415,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11738,31128,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11814,31415,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
14603,31197,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11736,31128,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11812,31415,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
14606,31197,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11810,31415,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11739,31128,"OUTRO FATOR",***,***,***,"OUTROS ASPECTOS OPERACIONAIS",2015-06-19
12593,38377,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12591,38377,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12592,38377,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11712,31078,FADIGA,MÉDICO,***,HUMANO,,2015-06-19
11717,31078,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11722,31078,PROJETO,MATERIAL,***,MATERIAL,,2015-06-19
11715,31078,"DINÂMICA DE EQUIPE",PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
11720,31078,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11713,31078,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11718,31078,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11716,31078,"ORGANIZAÇÃO DO TRABALHO",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11721,31078,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11714,31078,PERCEPÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11719,31078,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11710,31038,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11708,31038,"INFRAESTRUTURA AEROPORTUÁRIA",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11709,31038,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11711,31077,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11735,31081,PROJETO,MATERIAL,***,MATERIAL,,2015-06-19
11733,31081,"CULTURA DO GRUPO DE TRABALHO",PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
11734,31081,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11744,31129,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11742,31129,"FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11747,31129,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11725,31079,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11740,31129,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11745,31129,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11723,31079,"INFLUÊNCIA DO MEIO AMBIENTE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11743,31129,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11726,31079,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11741,31129,ATENÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11746,31129,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11724,31079,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11727,31080,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11732,31080,PROJETO,MATERIAL,***,MATERIAL,,2015-06-19
11730,31080,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11728,31080,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11731,31080,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11729,31080,"ESQUECIMENTO DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11776,31335,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11774,31335,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11777,31335,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11775,31335,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11766,31277,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11764,31277,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11767,31277,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11765,31277,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11768,31277,"OUTRO FATOR",***,***,***,,2015-06-19
11761,31276,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11759,31276,"CULTURA ORGANIZACIONAL",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11757,31276,"PROCESSO DECISÓRIO",PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11762,31276,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11760,31276,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11758,31276,"PROCESSOS ORGANIZACIONAIS",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11763,31276,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11771,31278,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11769,31278,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11772,31278,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12238,34755,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11770,31278,"ESQUECIMENTO DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11773,31278,PROJETO,MATERIAL,***,MATERIAL,,2015-06-19
11783,31377,"INFRAESTRUTURA AEROPORTUÁRIA",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11781,31377,"CULTURA ORGANIZACIONAL",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11779,31377,"PROCESSO DECISÓRIO",PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11784,31377,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11782,31377,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11780,31377,"PROCESSOS ORGANIZACIONAIS",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11785,31377,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11778,31377,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12078,33378,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12076,33378,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12079,33378,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12077,33378,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11756,31275,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11755,31275,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11888,31857,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11889,31857,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11890,31857,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
14594,31857,"OUTRO FATOR",***,***,***,,2015-06-19
14614,31396,"CULTURA DO GRUPO DE TRABALHO",PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
11808,31396,PROJETO,MATERIAL,***,MATERIAL,,2015-06-19
11807,31396,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11820,31475,"INFRAESTRUTURA AEROPORTUÁRIA",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11823,31475,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11821,31475,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11824,31475,"OUTRO FATOR",***,***,***,"OUTROS ASPECTOS OPERACIONAIS",2015-06-19
11822,31475,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11846,31595,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11851,31595,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11849,31595,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11854,31595,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11847,31595,"ORGANIZAÇÃO DO TRABALHO",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11852,31595,"INFRAESTRUTURA AEROPORTUÁRIA",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11850,31595,"ESQUECIMENTO DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11848,31595,"PROCESSOS ORGANIZACIONAIS",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11853,31595,"PLANEJAMENTO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11788,31379,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11793,31379,PROJETO,MATERIAL,***,MATERIAL,,2015-06-19
14592,31867,"OUTRO FATOR",***,***,***,,2015-06-19
11786,31379,"ILUSÕES VISUAIS",MÉDICO,***,HUMANO,,2015-06-19
11791,31379,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11914,31867,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11789,31379,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11787,31379,PERCEPÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11792,31379,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11915,31867,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11790,31379,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11913,31867,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11798,31395,"CULTURA DO GRUPO DE TRABALHO",PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
11803,31395,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11796,31395,ATENÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11801,31395,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11806,31395,PROJETO,MATERIAL,***,MATERIAL,,2015-06-19
11794,31395,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11799,31395,"CARACTERÍSTICAS DA TAREFA",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11804,31395,"PESSOAL DE APOIO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11797,31395,"PROCESSO DECISÓRIO",PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11802,31395,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11795,31395,MOTIVAÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11800,31395,"CULTURA ORGANIZACIONAL",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
11805,31395,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11816,31455,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
14577,31856,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
14576,31856,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11916,31868,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11919,31868,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11917,31868,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11918,31868,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11921,31869,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11922,31869,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11920,31869,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11923,31869,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11943,32156,"PLANEJAMENTO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11941,32156,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11944,32156,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11942,32156,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11818,31456,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11819,31456,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11817,31456,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11940,32155,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11939,32155,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11909,31865,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11910,31865,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11908,31865,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11859,31675,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11857,31675,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11860,31675,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11858,31675,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11861,31676,"OUTRO FATOR",***,***,***,"OUTROS ASPECTOS OPERACIONAIS",2015-06-19
11866,31715,PROJETO,MATERIAL,***,MATERIAL,,2015-06-19
11864,31715,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11862,31715,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11865,31715,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
11863,31715,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11911,31866,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11912,31866,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11927,31871,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
11891,31858,FABRICAÇÃO,MATERIAL,***,MATERIAL,,2015-06-19
11924,31871,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
11928,31871,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
